Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP105797,Female,Yes,1,Not Graduate,No,5177,2031.0,253.0,360.0,0.0,Semiurban,Y
LP105798,Female,Yes,1,Not Graduate,No,1980,5491.0,83.0,300.0,1.0,Rural,Y
LP105799,Female,No,1,Graduate,No,5948,0.0,67.0,360.0,0.0,Urban,N
LP105800,Female,Yes,2,Graduate,No,6182,3578.0,133.0,240.0,1.0,Semiurban,Y
LP105801,Male,Yes,2,Not Graduate,No,3632,2223.0,298.0,240.0,1.0,Semiurban,Y
LP105802,Female,Yes,1,Graduate,Yes,7072,3788.0,489.0,360.0,1.0,Semiurban,Y
LP105803,Male,Yes,1,Not Graduate,No,8296,3179.0,89.0,240.0,1.0,Rural,Y
LP105804,Male,No,3+,Graduate,No,11385,0.0,34.0,360.0,1.0,Rural,Y
LP105805,Female,Yes,3+,Graduate,No,2665,870.0,55.0,360.0,1.0,Urban,Y
LP105806,Female,Yes,0,Graduate,No,7343,3004.0,46.0,240.0,1.0,Urban,Y
LP105807,Female,Yes,0,Graduate,No,10968,1059.0,172.0,120.0,,Urban,Y
LP105808,Male,Yes,2,Graduate,No,3981,796.0,142.0,300.0,1.0,Semiurban,Y
LP105809,Female,Yes,1,Graduate,No,11349,5072.0,152.0,360.0,1.0,Semiurban,Y
LP105810,Female,No,0,Graduate,No,3179,0.0,263.0,360.0,0.0,Semiurban,N
LP105811,Male,No,0,Graduate,No,5124,0.0,356.0,360.0,1.0,Urban,Y
LP105812,Male,Yes,2,Graduate,No,1743,690.0,222.0,180.0,0.0,Urban,N
LP105813,Male,Yes,2,Graduate,No,1603,1262.0,208.0,180.0,0.0,Urban,N
LP105814,Male,Yes,1,Not Graduate,No,1935,1373.0,55.0,300.0,1.0,Semiurban,Y
LP105815,Female,Yes,1,Not Graduate,No,11513,876.0,98.0,84.0,1.0,Semiurban,Y
LP105816,Male,Yes,1,Graduate,No,3086,683.0,308.0,360.0,1.0,Urban,Y
LP105817,Female,Yes,0,Graduate,Yes,3090,7319.0,96.0,60.0,1.0,Urban,Y
LP105818,Female,Yes,1,Graduate,No,6278,5583.0,260.0,300.0,0.0,Rural,Y
LP105819,Male,Yes,0,Graduate,No,3145,1662.0,144.0,480.0,1.0,Rural,Y
LP105820,Female,No,1,Not Graduate,No,10127,0.0,214.0,360.0,1.0,Urban,Y
LP105821,Male,No,0,Graduate,No,15035,0.0,79.0,360.0,1.0,Semiurban,Y
LP105822,Female,Yes,2,Not Graduate,No,1500,1259.0,212.0,360.0,,Urban,Y
LP105823,Male,Yes,2,Graduate,No,6715,298.0,91.0,360.0,,Urban,Y
LP105824,Female,No,1,Graduate,Yes,1500,0.0,154.0,360.0,1.0,Semiurban,Y
LP105825,Male,Yes,0,Not Graduate,No,2173,358.0,131.0,120.0,1.0,Urban,Y
LP105826,Male,No,0,Graduate,,6545,0.0,274.0,180.0,1.0,Semiurban,Y
LP105827,Female,Yes,2,Graduate,No,2789,2115.0,221.0,360.0,,Rural,Y
LP105828,Male,Yes,0,Graduate,No,5747,1557.0,46.0,180.0,1.0,Semiurban,Y
LP105829,Male,Yes,0,Not Graduate,No,5007,10274.0,,240.0,1.0,Semiurban,Y
LP105830,Male,No,2,Graduate,No,1828,0.0,91.0,36.0,1.0,Urban,Y
LP105831,Female,Yes,2,Graduate,No,7291,7217.0,203.0,360.0,1.0,Urban,Y
LP105832,Male,Yes,0,Not Graduate,No,5880,2291.0,99.0,60.0,1.0,Semiurban,Y
LP105833,Male,Yes,1,Graduate,No,5030,9047.0,69.0,300.0,,Urban,Y
LP105834,Male,No,3+,Not Graduate,No,3331,0.0,59.0,120.0,0.0,Urban,N
LP105835,Male,No,3+,Graduate,No,6209,0.0,207.0,36.0,0.0,Urban,N
LP105836,Male,No,0,Not Graduate,No,2261,0.0,38.0,180.0,1.0,Urban,N
LP105837,Male,No,2,Not Graduate,No,2684,0.0,252.0,360.0,0.0,Semiurban,N
LP105838,Male,Yes,1,Graduate,No,5958,1493.0,62.0,60.0,1.0,Rural,Y
LP105839,Male,Yes,3+,Graduate,Yes,9118,1049.0,102.0,360.0,1.0,Rural,Y
LP105840,Male,Yes,1,Not Graduate,No,3691,2937.0,66.0,360.0,1.0,Semiurban,Y
LP105841,Female,Yes,2,Not Graduate,Yes,6465,3732.0,77.0,60.0,1.0,Urban,Y
LP105842,Male,No,2,Graduate,No,5557,0.0,117.0,240.0,1.0,Urban,Y
LP105843,Male,No,1,Not Graduate,Yes,6301,0.0,123.0,360.0,1.0,Urban,Y
LP105844,Female,Yes,2,Graduate,No,3245,7015.0,53.0,360.0,1.0,Urban,Y
LP105845,Male,Yes,0,Graduate,No,4493,4910.0,105.0,360.0,1.0,Semiurban,Y
LP105846,Female,No,0,Graduate,No,4803,0.0,142.0,360.0,1.0,Rural,Y
LP105847,Male,Yes,1,Graduate,,12076,3837.0,177.0,360.0,0.0,Semiurban,Y
LP105848,Male,Yes,3+,Graduate,Yes,2533,913.0,39.0,300.0,1.0,Rural,Y
LP105849,Male,Yes,1,Graduate,No,2116,1760.0,100.0,360.0,1.0,Semiurban,Y
LP105850,Female,Yes,2,Not Graduate,Yes,29721,773.0,39.0,300.0,1.0,Semiurban,Y
LP105851,Female,Yes,2,Graduate,No,5915,3946.0,98.0,360.0,1.0,Rural,Y
LP105852,,Yes,0,Graduate,No,6830,1170.0,103.0,360.0,1.0,Semiurban,Y
LP105853,Male,Yes,1,Not Graduate,No,7224,459.0,195.0,360.0,1.0,Semiurban,Y
LP105854,Female,No,2,Graduate,No,7809,0.0,,84.0,1.0,Urban,Y
LP105855,Male,Yes,3+,Graduate,Yes,8428,4447.0,72.0,360.0,1.0,Urban,Y
LP105856,Male,Yes,0,Not Graduate,No,7831,600.0,160.0,36.0,1.0,Rural,Y
LP105857,Female,No,1,Not Graduate,No,9664,0.0,198.0,360.0,1.0,Urban,Y
LP105858,Female,Yes,0,Graduate,No,5434,1160.0,85.0,180.0,1.0,Semiurban,Y
LP105859,Male,Yes,0,Graduate,No,9351,3995.0,213.0,360.0,1.0,Semiurban,Y
LP105860,Female,No,1,Graduate,No,15293,0.0,,12.0,1.0,Semiurban,Y
LP105861,Female,Yes,1,Not Graduate,Yes,5527,4482.0,113.0,180.0,1.0,Urban,Y
LP105862,Male,No,0,Graduate,No,6558,0.0,146.0,60.0,1.0,Urban,Y
LP105863,Male,Yes,0,Graduate,No,3470,1590.0,52.0,360.0,1.0,Semiurban,Y
LP105864,Male,Yes,2,Not Graduate,No,4451,3593.0,146.0,120.0,0.0,Semiurban,N
LP105865,Female,Yes,3+,Graduate,No,6073,5902.0,80.0,360.0,1.0,Urban,Y
LP105866,Female,Yes,0,Graduate,No,3891,1883.0,136.0,240.0,0.0,Rural,N
LP105867,Male,No,2,Graduate,Yes,5195,0.0,105.0,360.0,1.0,Rural,Y
LP105868,Female,Yes,0,Graduate,No,6031,1181.0,159.0,360.0,1.0,Semiurban,Y
LP105869,Male,No,,Not Graduate,No,12238,0.0,274.0,360.0,1.0,Semiurban,Y
LP105870,Male,No,2,Graduate,No,2926,0.0,144.0,300.0,1.0,Urban,Y
LP105871,Male,Yes,2,Graduate,No,6323,2352.0,244.0,360.0,1.0,Rural,Y
LP105872,Male,No,0,Graduate,Yes,3420,0.0,72.0,240.0,1.0,Rural,Y
LP105873,Female,Yes,1,Graduate,Yes,7782,3318.0,317.0,180.0,1.0,Semiurban,Y
LP105874,Male,No,1,Not Graduate,No,8162,0.0,73.0,360.0,1.0,Semiurban,Y
LP105875,Female,No,0,Not Graduate,Yes,13446,0.0,63.0,240.0,1.0,Semiurban,Y
LP105876,Male,Yes,0,Graduate,No,3806,1208.0,113.0,300.0,1.0,Semiurban,Y
LP105877,Male,Yes,1,Graduate,No,5363,1190.0,102.0,120.0,1.0,Semiurban,Y
LP105878,Female,Yes,2,Graduate,No,7962,599.0,51.0,360.0,1.0,Semiurban,Y
LP105879,Male,Yes,0,Graduate,No,7296,2710.0,68.0,360.0,1.0,Urban,Y
LP105880,Male,Yes,1,Not Graduate,No,1500,2138.0,15.0,300.0,1.0,Semiurban,Y
LP105881,Male,Yes,0,Not Graduate,No,3253,559.0,59.0,300.0,1.0,Semiurban,Y
LP105882,Female,Yes,0,Graduate,No,6919,1307.0,90.0,360.0,1.0,Urban,Y
LP105883,Male,Yes,2,Graduate,No,4333,1450.0,328.0,120.0,1.0,Rural,Y
LP105884,Male,Yes,0,Graduate,No,7997,1131.0,205.0,240.0,1.0,Semiurban,Y
LP105885,Male,Yes,1,Graduate,No,9184,1642.0,163.0,120.0,1.0,Semiurban,Y
LP105886,Male,Yes,1,Graduate,No,4323,1659.0,492.0,300.0,1.0,Urban,Y
LP105887,Female,No,2,Graduate,Yes,7047,0.0,45.0,360.0,1.0,Semiurban,Y
LP105888,Male,Yes,1,Graduate,No,11774,1801.0,128.0,360.0,1.0,Semiurban,Y
LP105889,Male,Yes,3+,Graduate,No,9055,2907.0,455.0,360.0,0.0,Semiurban,N
LP105890,Male,Yes,1,Graduate,No,3095,594.0,99.0,360.0,1.0,Semiurban,Y
LP105891,Male,No,2,Not Graduate,No,4398,0.0,81.0,360.0,1.0,Semiurban,Y
LP105892,Female,Yes,0,Not Graduate,No,4996,602.0,219.0,360.0,1.0,Semiurban,Y
LP105893,Male,No,1,Graduate,No,2804,0.0,96.0,300.0,1.0,Urban,N
LP105894,Female,No,1,Graduate,No,9339,0.0,285.0,36.0,1.0,Urban,Y
LP105895,Male,No,0,Graduate,No,3337,0.0,221.0,36.0,,Semiurban,Y
LP105896,Male,No,1,Not Graduate,No,4624,0.0,119.0,360.0,1.0,Semiurban,Y
LP105897,Female,Yes,0,Not Graduate,No,9349,3566.0,241.0,180.0,1.0,Semiurban,Y
LP105898,Male,Yes,0,Not Graduate,No,3749,929.0,116.0,240.0,0.0,Urban,N
LP105899,Female,No,0,Not Graduate,No,4015,0.0,,300.0,1.0,Urban,Y
LP105900,Female,No,2,Graduate,No,6019,0.0,190.0,36.0,1.0,Urban,Y
LP105901,Male,No,2,Graduate,No,3845,0.0,106.0,360.0,1.0,Urban,Y
LP105902,Male,No,0,Graduate,No,12327,0.0,332.0,84.0,1.0,Semiurban,Y
LP105903,Female,No,1,Graduate,No,2837,0.0,140.0,360.0,1.0,Urban,Y
LP105904,Male,Yes,0,Graduate,No,1500,1180.0,159.0,360.0,1.0,Semiurban,Y
LP105905,Male,No,0,Not Graduate,No,8150,0.0,60.0,360.0,1.0,Rural,Y
LP105906,Male,No,2,Not Graduate,Yes,3965,0.0,91.0,60.0,0.0,Urban,N
LP105907,Male,No,2,Graduate,No,3027,0.0,148.0,300.0,1.0,Rural,N
LP105908,Female,Yes,0,Not Graduate,No,6187,1803.0,226.0,360.0,1.0,Semiurban,Y
LP105909,Male,No,0,Graduate,No,6321,0.0,313.0,360.0,1.0,Rural,Y
LP105910,Male,No,2,Not Graduate,No,3111,0.0,71.0,300.0,0.0,Urban,N
LP105911,Male,Yes,0,Not Graduate,No,10017,1307.0,81.0,360.0,1.0,Rural,Y
LP105912,Male,Yes,0,Graduate,No,8243,541.0,64.0,120.0,1.0,Rural,Y
LP105913,Male,Yes,2,Graduate,No,16070,1032.0,180.0,360.0,1.0,Rural,Y
LP105914,Female,No,1,Graduate,No,3732,0.0,313.0,180.0,1.0,Rural,Y
LP105915,Male,Yes,1,Not Graduate,No,5397,1763.0,122.0,180.0,1.0,Urban,Y
LP105916,Female,Yes,3+,Graduate,No,5653,1291.0,139.0,360.0,,Urban,N
LP105917,Female,Yes,0,Not Graduate,No,4039,555.0,145.0,36.0,1.0,Rural,Y
LP105918,Male,No,2,Graduate,No,6259,0.0,101.0,,,Urban,N
LP105919,Male,Yes,0,Not Graduate,No,6548,1531.0,64.0,12.0,1.0,Urban,Y
LP105920,Male,Yes,2,Not Graduate,No,6550,4315.0,253.0,360.0,1.0,Urban,Y
LP105921,Male,No,3+,Not Graduate,No,4040,0.0,147.0,36.0,1.0,Semiurban,N
LP105922,Female,No,1,Graduate,No,4334,0.0,96.0,,1.0,Semiurban,Y
LP105923,Female,Yes,2,Graduate,Yes,3497,6819.0,700.0,360.0,0.0,Rural,N
LP105924,Male,No,2,Graduate,No,3132,0.0,134.0,300.0,1.0,Rural,N
LP105925,Male,No,0,Graduate,Yes,4729,0.0,48.0,,1.0,Semiurban,Y
LP105926,Female,Yes,2,Graduate,Yes,12208,6317.0,198.0,240.0,1.0,Semiurban,Y
LP105927,Female,Yes,3+,Graduate,No,16704,3523.0,44.0,360.0,1.0,Semiurban,Y
LP105928,Male,Yes,1,Not Graduate,No,10810,1028.0,177.0,60.0,0.0,Urban,N
LP105929,Male,No,0,Graduate,No,3720,0.0,174.0,360.0,1.0,Rural,Y
LP105930,Male,Yes,0,Not Graduate,No,6276,6075.0,307.0,180.0,1.0,Semiurban,Y
LP105931,Female,Yes,0,Graduate,No,1500,287.0,73.0,300.0,1.0,Semiurban,Y
LP105932,Male,No,0,Graduate,No,4478,0.0,112.0,360.0,0.0,Urban,N
LP105933,Male,Yes,1,Graduate,No,3892,945.0,128.0,360.0,1.0,Semiurban,Y
LP105934,Male,No,0,Graduate,No,15132,0.0,225.0,180.0,1.0,Semiurban,Y
LP105935,Male,No,0,Graduate,No,5745,0.0,174.0,480.0,1.0,Urban,Y
LP105936,Male,Yes,1,Graduate,Yes,5066,2739.0,183.0,360.0,,Rural,Y
LP105937,Female,No,1,Not Graduate,No,4717,0.0,279.0,180.0,1.0,Urban,Y
LP105938,Male,Yes,1,Graduate,No,4127,745.0,117.0,360.0,0.0,Semiurban,N
LP105939,Male,Yes,2,Graduate,,6761,688.0,322.0,300.0,1.0,Rural,Y
LP105940,Male,Yes,0,Graduate,No,3302,4927.0,127.0,360.0,1.0,Rural,Y
LP105941,Male,Yes,0,Not Graduate,No,6835,1964.0,229.0,84.0,1.0,Rural,Y
LP105942,Male,No,0,Not Graduate,No,11603,0.0,99.0,360.0,1.0,Rural,Y
LP105943,Male,Yes,1,Not Graduate,No,5258,1033.0,191.0,120.0,,Urban,Y
LP105944,Male,Yes,0,Graduate,Yes,4070,776.0,269.0,180.0,1.0,Rural,Y
LP105945,Male,No,2,Graduate,No,4697,0.0,70.0,300.0,0.0,Urban,N
LP105946,Male,Yes,0,Graduate,No,10101,3431.0,236.0,120.0,1.0,Urban,Y
LP105947,Male,No,3+,Not Graduate,No,5342,0.0,149.0,360.0,1.0,Urban,Y
LP105948,Female,Yes,1,Graduate,No,3409,2788.0,456.0,240.0,1.0,Rural,Y
LP105949,Female,No,1,Graduate,No,7983,0.0,114.0,120.0,1.0,Semiurban,Y
LP105950,Male,Yes,2,Graduate,Yes,3208,3010.0,160.0,60.0,1.0,Urban,Y
LP105951,Male,Yes,2,Graduate,Yes,4272,2944.0,122.0,360.0,1.0,Urban,Y
LP105952,Female,Yes,2,Graduate,No,5639,357.0,,360.0,1.0,Urban,Y
LP105953,Male,Yes,3+,Graduate,No,3028,1366.0,36.0,60.0,0.0,Semiurban,N
LP105954,Female,No,1,Graduate,No,1682,0.0,57.0,300.0,1.0,Urban,Y
LP105955,Female,Yes,2,Not Graduate,No,6436,4387.0,200.0,360.0,0.0,Semiurban,N
LP105956,Male,Yes,1,Graduate,No,1500,1689.0,136.0,360.0,1.0,Semiurban,Y
LP105957,Male,Yes,2,Graduate,No,2818,2037.0,40.0,36.0,0.0,Semiurban,N
LP105958,Female,No,0,Graduate,No,7839,0.0,91.0,240.0,1.0,Rural,Y
LP105959,Male,No,0,Not Graduate,Yes,6320,0.0,106.0,84.0,1.0,Urban,Y
LP105960,Male,Yes,2,Graduate,No,4470,604.0,100.0,240.0,1.0,Urban,Y
LP105961,Male,Yes,0,Graduate,No,2871,1113.0,234.0,240.0,1.0,Semiurban,Y
LP105962,Male,Yes,0,Graduate,No,3794,303.0,285.0,360.0,0.0,Rural,N
LP105963,Female,Yes,0,Graduate,No,6945,1269.0,35.0,360.0,1.0,Semiurban,Y
LP105964,Female,Yes,2,Graduate,No,4539,2687.0,124.0,360.0,1.0,Rural,Y
LP105965,Female,Yes,3+,Graduate,No,2342,959.0,143.0,120.0,1.0,Semiurban,Y
LP105966,Male,Yes,2,Not Graduate,No,2898,1478.0,55.0,360.0,1.0,Urban,Y
LP105967,Male,No,2,Not Graduate,No,3786,0.0,284.0,360.0,1.0,Semiurban,Y
LP105968,Male,Yes,1,Not Graduate,No,6125,15962.0,167.0,300.0,1.0,Urban,Y
LP105969,Male,No,0,Graduate,Yes,5232,0.0,223.0,360.0,1.0,Semiurban,Y
LP105970,Male,Yes,0,Graduate,Yes,2326,3214.0,102.0,240.0,1.0,Urban,Y
LP105971,Female,No,1,Not Graduate,No,11028,0.0,84.0,36.0,1.0,Urban,Y
LP105972,Female,Yes,0,Not Graduate,No,3147,2403.0,95.0,120.0,1.0,Rural,Y
LP105973,,Yes,0,Graduate,Yes,6403,1767.0,125.0,120.0,1.0,Urban,Y
LP105974,Male,No,1,Graduate,No,2783,0.0,104.0,360.0,,Urban,Y
LP105975,Male,Yes,2,Not Graduate,No,21788,1537.0,231.0,360.0,0.0,Rural,N
LP105976,Male,Yes,1,Graduate,No,10883,4903.0,664.0,240.0,1.0,Semiurban,Y
LP105977,Female,Yes,2,Not Graduate,No,3088,2278.0,190.0,360.0,0.0,Semiurban,N
LP105978,Male,No,2,Graduate,No,5182,0.0,41.0,180.0,1.0,Rural,Y
LP105979,Female,Yes,2,Graduate,Yes,2650,1287.0,147.0,300.0,1.0,Semiurban,Y
LP105980,Male,No,3+,Graduate,No,3969,0.0,65.0,360.0,1.0,Urban,Y
LP105981,Male,Yes,0,Graduate,No,6334,3796.0,105.0,360.0,1.0,Semiurban,Y
LP105982,Female,Yes,2,Graduate,No,8160,984.0,131.0,240.0,1.0,Semiurban,Y
LP105983,Male,Yes,3+,Not Graduate,No,2337,3602.0,114.0,360.0,1.0,Rural,Y
LP105984,Male,Yes,1,Not Graduate,Yes,3136,3949.0,72.0,180.0,0.0,Urban,N
LP105985,Male,Yes,2,Not Graduate,No,8647,2029.0,183.0,240.0,1.0,Urban,Y
LP105986,Male,No,1,Graduate,No,10876,0.0,40.0,120.0,1.0,Urban,Y
LP105987,Female,Yes,1,Graduate,Yes,3090,1210.0,169.0,360.0,1.0,Semiurban,Y
LP105988,Male,Yes,0,Graduate,No,8726,3566.0,78.0,84.0,1.0,Urban,Y
LP105989,Female,No,3+,Not Graduate,Yes,2341,0.0,158.0,360.0,1.0,Rural,N
LP105990,Male,No,2,Graduate,No,4111,0.0,59.0,360.0,,Rural,N
LP105991,Male,No,3+,Graduate,,2473,0.0,154.0,360.0,1.0,Semiurban,Y
LP105992,Female,No,2,Not Graduate,No,3852,0.0,306.0,360.0,0.0,Rural,N
LP105993,Male,Yes,0,Graduate,No,15453,7074.0,93.0,300.0,1.0,Urban,Y
LP105994,Male,No,0,Not Graduate,Yes,4755,0.0,92.0,60.0,1.0,Rural,N
LP105995,Male,Yes,3+,Not Graduate,No,4149,1673.0,174.0,360.0,0.0,Semiurban,N
LP105996,Male,Yes,1,Graduate,No,3502,702.0,152.0,240.0,0.0,Urban,N
LP105997,Male,No,0,Graduate,Yes,4105,0.0,58.0,36.0,1.0,Urban,Y
LP105998,Male,No,1,Not Graduate,No,3025,0.0,261.0,300.0,1.0,Semiurban,Y
LP105999,Male,No,1,Graduate,No,5335,0.0,218.0,240.0,1.0,Rural,Y
LP106000,Male,Yes,2,Graduate,No,4819,1834.0,289.0,360.0,1.0,Rural,Y
LP106001,Female,Yes,1,Graduate,Yes,3735,3211.0,186.0,300.0,1.0,Semiurban,Y
LP106002,Male,Yes,2,Graduate,No,3543,1892.0,416.0,60.0,1.0,Semiurban,Y
LP106003,Female,No,3+,Not Graduate,No,5484,0.0,43.0,180.0,1.0,Urban,Y
LP106004,Male,Yes,0,Not Graduate,No,3172,3645.0,335.0,180.0,1.0,Semiurban,Y
LP106005,Male,No,0,Not Graduate,No,4255,0.0,106.0,360.0,1.0,Semiurban,Y
LP106006,Female,Yes,1,Not Graduate,No,3749,969.0,96.0,60.0,0.0,Urban,N
LP106007,Male,No,3+,Graduate,No,1500,0.0,87.0,240.0,1.0,Rural,Y
LP106008,Female,No,1,Not Graduate,Yes,8234,0.0,182.0,360.0,1.0,Semiurban,Y
LP106009,Male,Yes,1,Graduate,No,1636,2157.0,217.0,360.0,1.0,Rural,Y
LP106010,Male,Yes,2,Graduate,No,1701,1142.0,101.0,360.0,1.0,Semiurban,Y
LP106011,Male,No,1,Not Graduate,No,8410,0.0,158.0,300.0,1.0,Rural,Y
LP106012,Male,Yes,3+,Graduate,No,2527,1740.0,700.0,120.0,1.0,Urban,N
LP106013,Female,No,3+,Not Graduate,No,1500,0.0,89.0,360.0,1.0,Semiurban,N
LP106014,Male,Yes,1,Graduate,Yes,10964,693.0,105.0,360.0,0.0,Urban,N
LP106015,Female,Yes,2,Not Graduate,No,3351,381.0,314.0,36.0,1.0,Urban,N
LP106016,Female,No,0,Graduate,No,10186,0.0,52.0,240.0,1.0,Urban,Y
LP106017,Male,Yes,2,Graduate,No,2837,565.0,155.0,180.0,0.0,Semiurban,N
LP106018,Male,No,2,Graduate,No,1833,0.0,31.0,120.0,0.0,Rural,N
LP106019,Female,Yes,,Graduate,No,4052,1690.0,58.0,180.0,1.0,Semiurban,Y
LP106020,Female,No,0,Graduate,No,2380,0.0,65.0,36.0,1.0,Semiurban,Y
LP106021,Male,Yes,3+,Not Graduate,Yes,6263,1580.0,79.0,360.0,1.0,Rural,Y
LP106022,Male,Yes,1,Not Graduate,Yes,7373,2409.0,63.0,360.0,1.0,Semiurban,Y
LP106023,Male,Yes,2,Graduate,Yes,8585,2491.0,151.0,300.0,1.0,Urban,Y
LP106024,Female,No,0,Graduate,No,4076,0.0,311.0,180.0,0.0,Urban,N
LP106025,Male,Yes,1,Graduate,No,11250,1941.0,,480.0,0.0,Urban,Y
LP106026,Female,No,2,Graduate,No,2816,0.0,72.0,360.0,1.0,Urban,Y
LP106027,Male,Yes,1,Graduate,No,5326,621.0,207.0,360.0,1.0,Urban,Y
LP106028,Male,No,2,Graduate,No,4523,0.0,277.0,180.0,1.0,Semiurban,Y
LP106029,Male,No,0,Not Graduate,No,16051,0.0,144.0,360.0,1.0,Urban,Y
LP106030,Male,Yes,1,Graduate,No,10144,11794.0,205.0,12.0,0.0,Semiurban,Y
LP106031,Male,Yes,3+,Graduate,No,5010,2823.0,176.0,360.0,1.0,Semiurban,Y
LP106032,Male,Yes,,Graduate,No,5536,2407.0,176.0,360.0,1.0,Semiurban,Y
LP106033,Male,Yes,3+,Graduate,No,12349,4245.0,86.0,180.0,1.0,Rural,Y
LP106034,Male,Yes,3+,Not Graduate,Yes,3130,6066.0,40.0,480.0,1.0,Rural,N
LP106035,Male,No,3+,Graduate,No,1500,0.0,108.0,300.0,1.0,Semiurban,Y
LP106036,Female,Yes,3+,Graduate,Yes,2750,18442.0,84.0,240.0,1.0,Semiurban,Y
LP106037,Male,No,0,Graduate,Yes,3832,0.0,113.0,120.0,0.0,Semiurban,N
LP106038,Male,No,3+,Not Graduate,No,11119,0.0,239.0,120.0,1.0,Semiurban,Y
LP106039,Male,Yes,0,Not Graduate,Yes,9149,813.0,317.0,120.0,1.0,Semiurban,Y
LP106040,Female,Yes,0,Graduate,Yes,4787,17214.0,147.0,300.0,0.0,Semiurban,N
LP106041,Male,Yes,0,Graduate,Yes,6502,4144.0,65.0,300.0,0.0,Semiurban,N
LP106042,Female,No,0,Graduate,Yes,3212,0.0,106.0,300.0,1.0,Rural,Y
LP106043,Female,Yes,2,Graduate,No,17207,1926.0,84.0,360.0,0.0,Urban,Y
LP106044,Male,Yes,1,Not Graduate,No,10176,3305.0,144.0,12.0,,Semiurban,Y
LP106045,Male,No,0,Graduate,No,5075,0.0,101.0,180.0,1.0,Semiurban,Y
LP106046,Female,Yes,1,Not Graduate,No,4702,5402.0,230.0,360.0,0.0,Semiurban,N
LP106047,Male,No,1,Graduate,No,7486,0.0,,84.0,1.0,Urban,Y
LP106048,Male,Yes,2,Graduate,No,4749,2262.0,497.0,120.0,1.0,Semiurban,Y
LP106049,Female,Yes,0,Not Graduate,No,1647,1351.0,55.0,240.0,1.0,Semiurban,Y
LP106050,Male,No,0,Graduate,Yes,12332,0.0,161.0,360.0,,Semiurban,Y
LP106051,Female,Yes,0,Graduate,No,9908,828.0,51.0,300.0,1.0,Semiurban,Y
LP106052,Male,No,0,Not Graduate,No,6143,0.0,251.0,300.0,1.0,Semiurban,Y
LP106053,Female,Yes,1,Not Graduate,Yes,3820,2381.0,138.0,360.0,1.0,Semiurban,Y
LP106054,Male,No,1,Not Graduate,No,4943,0.0,151.0,300.0,1.0,Semiurban,N
LP106055,Male,Yes,0,Not Graduate,,1500,9293.0,78.0,360.0,,Rural,Y
LP106056,Male,Yes,1,Not Graduate,Yes,2528,1036.0,257.0,84.0,1.0,Semiurban,N
LP106057,Female,Yes,1,Graduate,,14189,910.0,197.0,240.0,1.0,Urban,Y
LP106058,Male,Yes,3+,Not Graduate,No,6703,1767.0,96.0,360.0,1.0,Semiurban,Y
LP106059,Male,Yes,0,Not Graduate,No,1526,271.0,132.0,120.0,0.0,Urban,N
LP106060,Male,Yes,2,Graduate,Yes,2991,2414.0,,120.0,0.0,Semiurban,N
LP106061,Male,Yes,2,Graduate,Yes,1548,818.0,75.0,240.0,1.0,Semiurban,Y
LP106062,Male,Yes,0,Graduate,No,3077,388.0,92.0,360.0,1.0,Rural,Y
LP106063,Male,Yes,3+,Not Graduate,Yes,4451,2027.0,113.0,120.0,1.0,Urban,Y
LP106064,Male,Yes,2,Graduate,Yes,12848,2025.0,134.0,360.0,1.0,Semiurban,Y
LP106065,Male,Yes,2,Not Graduate,No,7871,8571.0,130.0,360.0,1.0,Urban,Y
LP106066,Male,No,1,Graduate,Yes,4099,0.0,79.0,300.0,0.0,Rural,N
LP106067,Male,Yes,1,Graduate,No,4222,2075.0,211.0,12.0,0.0,Semiurban,N
LP106068,Female,Yes,0,Graduate,No,3040,1868.0,258.0,300.0,1.0,Semiurban,Y
LP106069,Male,Yes,0,Graduate,No,9453,229.0,232.0,240.0,1.0,Semiurban,Y
LP106070,Male,No,2,Graduate,No,10155,0.0,205.0,360.0,,Urban,Y
LP106071,Male,Yes,3+,Graduate,No,2201,1739.0,29.0,300.0,1.0,Rural,Y
LP106072,Female,No,0,Graduate,No,1750,0.0,73.0,480.0,1.0,Semiurban,Y
LP106073,Female,Yes,2,Graduate,No,4059,927.0,54.0,84.0,1.0,Semiurban,Y
LP106074,Female,Yes,2,Graduate,No,4369,2841.0,46.0,360.0,1.0,Semiurban,Y
LP106075,Male,No,0,Graduate,No,5739,0.0,266.0,240.0,1.0,Rural,Y
LP106076,Male,Yes,1,Not Graduate,Yes,1799,3178.0,371.0,300.0,1.0,Urban,Y
LP106077,Male,Yes,1,Not Graduate,Yes,3199,2466.0,134.0,360.0,1.0,Semiurban,Y
LP106078,Male,No,2,Not Graduate,No,4677,0.0,178.0,360.0,1.0,Rural,Y
LP106079,Male,Yes,2,Graduate,No,3080,1247.0,108.0,360.0,1.0,Urban,Y
LP106080,Female,No,0,Graduate,No,8223,0.0,270.0,480.0,0.0,Semiurban,Y
LP106081,Female,Yes,1,Graduate,No,15079,2142.0,158.0,360.0,1.0,Semiurban,Y
LP106082,Female,No,2,Not Graduate,No,3557,0.0,98.0,300.0,0.0,Urban,N
LP106083,Male,No,2,Graduate,No,8379,0.0,188.0,180.0,1.0,Semiurban,Y
LP106084,Female,Yes,0,Not Graduate,No,3966,2481.0,120.0,180.0,0.0,Rural,N
